Contrast,Dissimilarity,Energy,ASM,Correlation,Deepfake
[111.19391859],[6.44387184],[0.01967883],[0.00039113],[0.98497999],0
[23.42941431],[3.09888608],[0.03202326],[0.00103379],[0.99146124],0
[116.41658319],[6.62328555],[0.01859023],[0.00034899],[0.984407],0
[100.11927831],[6.31439076],[0.01892044],[0.00036142],[0.98621904],0
[114.646372],[6.39475176],[0.02296665],[0.00053253],[0.9854488],0
[131.76467138],[6.42252201],[0.02609836],[0.00068837],[0.98488545],0
[125.24462561],[6.72787855],[0.01873124],[0.00035438],[0.9818584],0
[118.48136606],[6.30617163],[0.02264809],[0.0005174],[0.98566449],0
[108.10343292],[6.14558646],[0.02472146],[0.00061645],[0.98778862],0
[106.37556236],[6.08063915],[0.02167517],[0.00047485],[0.9864992],0
[110.0154855],[6.51699578],[0.02021063],[0.00041169],[0.98404353],0
[109.386746],[6.30578546],[0.02117536],[0.00045185],[0.98496514],0
[34.38894676],[3.53039084],[0.02988436],[0.00089968],[0.98853123],0
[91.71326347],[5.8994513],[0.02435691],[0.00059799],[0.98788567],0
[105.25059857],[6.45714472],[0.01737189],[0.00030481],[0.98484244],0
[113.06389258],[6.38479796],[0.0222498],[0.00049968],[0.98541285],0
[100.94523524],[6.33194721],[0.01900818],[0.00036443],[0.98687472],0
[143.80851298],[6.93680553],[0.02262783],[0.00051728],[0.98399568],0
[63.19871851],[4.25565763],[0.03577655],[0.00128759],[0.9814997],0
[54.65529469],[3.95245741],[0.03420777],[0.00117725],[0.98383037],0
[55.50106575],[4.13526962],[0.03275173],[0.00107877],[0.98203262],0
[69.54561017],[4.50916912],[0.03163065],[0.0010071],[0.98064028],0
[58.87099869],[4.13114491],[0.0357728],[0.00128662],[0.98431628],0
[26.23150544],[3.22888012],[0.03227527],[0.0010503],[0.99118454],0
[65.63348602],[4.25459067],[0.03647093],[0.00133744],[0.98050043],0
[58.35168444],[4.2180531],[0.03204692],[0.00103327],[0.98420444],0
[51.65422737],[3.7986058],[0.0384169],[0.0014837],[0.98495506],0
[56.74744153],[4.10697685],[0.03426507],[0.00118322],[0.97765304],0
[57.75904366],[4.08800663],[0.03581347],[0.00129045],[0.97965249],0
[59.62988796],[4.20752398],[0.03721995],[0.00139256],[0.98289624],0
[51.26350222],[4.01954288],[0.03219047],[0.00104304],[0.98009734],0
[68.58092554],[4.60523419],[0.02977473],[0.00089216],[0.98008033],0
[53.92294608],[4.11981439],[0.04061827],[0.00165878],[0.98454854],0
[68.66156554],[4.61233769],[0.03037026],[0.00092765],[0.98171011],0
[23.88405056],[3.14971625],[0.03120374],[0.00098163],[0.99231304],0
[118.75889133],[5.8940608],[0.024378],[0.00060008],[0.97224742],0
[100.18055599],[5.46938938],[0.02585911],[0.00067348],[0.97534466],0
[82.04469192],[4.7997844],[0.03424895],[0.00118122],[0.9696156],0
[101.87346574],[5.56311201],[0.02797094],[0.00078653],[0.97357659],0
[104.77629774],[5.5560779],[0.02729631],[0.00075014],[0.97193606],0
[141.61316052],[6.098187],[0.02639398],[0.00070162],[0.96436981],0
[118.72113034],[5.82604255],[0.02525642],[0.00064321],[0.97063323],0
[130.17698577],[6.01232507],[0.02637448],[0.00070085],[0.96779295],0
[120.24408831],[5.71914852],[0.0282554],[0.00080273],[0.97135759],0
[122.53166947],[5.87363333],[0.02499419],[0.00062945],[0.97276294],0
[30.81080166],[3.50820327],[0.03035506],[0.00092715],[0.99068078],0
[108.66068604],[5.55297753],[0.02574369],[0.00066931],[0.97487076],0
[137.01481815],[6.04643458],[0.02553507],[0.00065736],[0.96711976],0
[78.93701187],[4.86112687],[0.02893313],[0.0008443],[0.97776971],0
[93.10364435],[5.41852384],[0.0240606],[0.00058408],[0.97719033],0
[101.59776645],[5.22206555],[0.03212991],[0.00104203],[0.98993075],0
[104.58500508],[5.33579752],[0.03397779],[0.00116261],[0.98960411],0
[89.56094152],[5.37074185],[0.02476398],[0.00061921],[0.98864878],0
[70.13579771],[4.57934999],[0.03237914],[0.0010557],[0.99255866],0
[115.56585116],[6.02745298],[0.02663916],[0.00071517],[0.98528364],0
[87.27293302],[5.24979874],[0.03732864],[0.00140211],[0.99123319],0
[26.47189505],[3.3113869],[0.03118009],[0.00097928],[0.99139386],0
[148.26175738],[6.19672022],[0.02871759],[0.00083401],[0.96003212],0
[128.54451076],[6.35589234],[0.02346228],[0.00055703],[0.9808432],0
[77.7089093],[4.96071214],[0.03121287],[0.00098297],[0.99018538],0
[115.65279797],[5.93771228],[0.02505104],[0.00063436],[0.98518375],0
[72.09636091],[4.68529766],[0.03876109],[0.00150975],[0.99216482],0
[109.9923379],[5.63337123],[0.0282071],[0.00080439],[0.98669569],0
[87.89129586],[5.00605979],[0.03838613],[0.00148188],[0.99012897],0
[53.16693073],[4.62984231],[0.02486765],[0.00062446],[0.98368906],0
[42.39087942],[4.17332873],[0.02709513],[0.00073911],[0.98767501],0
[64.98969381],[4.82064151],[0.03578417],[0.00128493],[0.98429507],0
[54.50055207],[4.55644469],[0.03548981],[0.0012654],[0.98660031],0
[26.80136529],[3.31545578],[0.03158549],[0.00100493],[0.99102851],0
[53.32568302],[4.67654753],[0.02731203],[0.00075136],[0.98311922],0
[41.97420771],[4.11638828],[0.03017562],[0.00091739],[0.98908577],0
[44.92916934],[4.28280666],[0.02830783],[0.00080802],[0.98768241],0
[43.66344649],[4.17610324],[0.02746444],[0.00075952],[0.98786706],0
[47.37942332],[4.42105786],[0.0288476],[0.00083682],[0.9868083],0
[43.46896191],[4.26441794],[0.02627719],[0.00069556],[0.98656321],0
[41.46011467],[4.23830777],[0.02711359],[0.0007402],[0.98752829],0
[82.45499263],[5.52568876],[0.04176268],[0.00174809],[0.98104643],0
[73.56122912],[5.27750396],[0.03907658],[0.00153045],[0.98275377],0
[52.49486876],[4.61554038],[0.02996334],[0.00090235],[0.98557548],0
[30.93342264],[3.52249914],[0.03048824],[0.000936],[0.99023491],0
[45.08382259],[4.27050376],[0.02666087],[0.00071614],[0.98632214],0
[54.08341148],[4.66014729],[0.03184462],[0.00101868],[0.98356186],0
[78.26965537],[5.43161423],[0.03067993],[0.00094707],[0.98106948],0
[69.64008734],[5.22692506],[0.03711275],[0.00138097],[0.98396807],0
[7.62520756],[1.74531197],[0.05623912],[0.00318559],[0.98899142],0
[10.08445543],[2.00767966],[0.05134517],[0.00265724],[0.98855139],0
[11.48594595],[2.07837457],[0.05153259],[0.00267291],[0.98515102],0
[8.93949502],[1.87686303],[0.05509293],[0.00305381],[0.98678927],0
[9.33373964],[1.91165249],[0.05476975],[0.00301865],[0.98604088],0
[8.73339317],[1.87902298],[0.05294328],[0.0028228],[0.98802081],0
[39.87109871],[3.85859697],[0.03082491],[0.00095704],[0.98894113],0
[9.66083656],[1.92169869],[0.05410444],[0.00294709],[0.98442995],0
[8.58653873],[1.84573049],[0.05209835],[0.00273522],[0.98725898],0
[16.83244418],[2.25792148],[0.04855552],[0.00237575],[0.98520181],0
[10.82623811],[1.89864723],[0.05976792],[0.00359221],[0.98246898],0
[192.31209712],[5.95917716],[0.02798405],[0.00078752],[0.95500171],0
[203.75880462],[6.04250145],[0.02967476],[0.00088877],[0.9554608],0
[247.82817307],[6.49656686],[0.03247195],[0.00106181],[0.94596715],0
[207.46906279],[6.12776833],[0.03515769],[0.00124385],[0.95340334],0
[149.72786111],[5.5930944],[0.03083184],[0.0009571],[0.96330651],0
[202.1438369],[6.04381084],[0.0305376],[0.00093939],[0.95138968],0
[32.11752935],[3.50158573],[0.03439054],[0.00119105],[0.98949364],0
[189.16384041],[5.88074082],[0.02854126],[0.00082179],[0.95497357],0
[178.30114744],[5.92566476],[0.02843339],[0.00081442],[0.96045013],0
[187.16429318],[6.22210515],[0.02972802],[0.00088923],[0.96205195],0
[197.53426173],[6.13072399],[0.03011979],[0.00091364],[0.956456],0
[167.06150969],[5.65354064],[0.03142915],[0.00100479],[0.96931349],0
[164.78124891],[5.34209598],[0.03165605],[0.00101265],[0.9655411],0
[168.09167832],[5.27097178],[0.0662562],[0.00440033],[0.96601425],0
[116.21124871],[4.64163686],[0.06623155],[0.00439349],[0.9691777],0
[139.59037608],[5.05458312],[0.05138375],[0.00264907],[0.96395848],0
[193.37950131],[6.38943295],[0.0296016],[0.00088138],[0.9574762],0
[31.48647392],[3.47341345],[0.03484396],[0.00122208],[0.98979049],0
[174.94453035],[5.5579],[0.03417791],[0.0011802],[0.96540201],0
[181.07277531],[5.41584936],[0.0522723],[0.00274209],[0.96489101],0
[160.58046127],[5.32475532],[0.03602107],[0.00130227],[0.96533574],0
[138.08168201],[5.02412192],[0.03652731],[0.0013393],[0.96907524],0
[155.39302823],[5.42760153],[0.03514565],[0.0012397],[0.96172224],0
[156.00742948],[5.71495092],[0.03270308],[0.00107461],[0.96654755],0
[135.20344009],[5.77302602],[0.03181618],[0.00102135],[0.98486041],0
[152.80766157],[6.18856587],[0.03262712],[0.00107229],[0.98352599],0
[146.35870547],[6.09513011],[0.03441103],[0.00119207],[0.98439661],0
[132.58070406],[5.88293674],[0.03849697],[0.00149361],[0.98525877],0
[37.76782976],[3.81091209],[0.02916372],[0.00085641],[0.9894329],0
[146.99932369],[6.01277747],[0.03038286],[0.00092943],[0.98388222],0
[131.56756367],[5.91860183],[0.03346086],[0.00112746],[0.98559886],0
[105.46743298],[5.38703965],[0.03257477],[0.00106972],[0.9867952],0
[125.5466775],[5.74523749],[0.03599849],[0.00130473],[0.97767484],0
[120.60819809],[5.81270719],[0.02864355],[0.000828],[0.98595246],0
[130.49242448],[5.89101916],[0.02832597],[0.00080997],[0.98450208],0
[120.93296527],[5.80553467],[0.0318852],[0.0010254],[0.98754876],0
[122.9067259],[5.75843226],[0.03222026],[0.00104606],[0.98710671],0
[133.13994227],[5.90427471],[0.03080582],[0.00095566],[0.98561025],0
[137.5488716],[5.96436543],[0.04046805],[0.00164936],[0.97673074],0
[36.81749513],[3.78784066],[0.02896235],[0.00084474],[0.98977442],0
[83.40154017],[4.81848204],[0.03798734],[0.00145381],[0.98711324],0
[103.45917595],[5.22503781],[0.04271965],[0.00183456],[0.9841556],0
[140.57920298],[6.06670002],[0.03204296],[0.00103746],[0.98475686],0
[94.51022457],[5.23925618],[0.03497846],[0.00123226],[0.98666584],0
[144.79113817],[6.7996627],[0.02143316],[0.00046371],[0.96441456],0
[141.29759272],[6.73664733],[0.02104447],[0.00044638],[0.96549198],0
[112.23586591],[6.05894299],[0.02437463],[0.00059932],[0.96742242],0
[89.59844603],[5.37280432],[0.02642873],[0.00070532],[0.97018237],0
[127.90869053],[6.38945644],[0.02329828],[0.00054739],[0.96320543],0
[102.27879034],[5.85346755],[0.0263611],[0.00070069],[0.9576129],0
[37.62866515],[3.80868978],[0.028843],[0.00083775],[0.98943552],0
[124.58165852],[6.38385924],[0.02297861],[0.00053266],[0.96384272],0
[113.80989672],[6.11723666],[0.02488451],[0.0006244],[0.96813531],0
[139.96386882],[6.74842977],[0.02200521],[0.00048877],[0.96123157],0
[152.97648585],[6.99748064],[0.02114229],[0.00045076],[0.96211868],0
[117.99685289],[6.25119871],[0.02455889],[0.00060794],[0.96563486],0
[118.14427393],[6.14355802],[0.02546126],[0.000653],[0.96666576],0
[106.24377044],[5.80479091],[0.02653085],[0.00070966],[0.96800186],0
[131.82575773],[6.46273611],[0.02352265],[0.00055793],[0.96202031],0
[106.83721734],[5.89944754],[0.02501835],[0.00063131],[0.96889418],0
[134.80198396],[6.50211382],[0.02421939],[0.0005912],[0.96103013],0
[30.88579468],[3.48345311],[0.0321578],[0.00104215],[0.98976291],0
[129.23452334],[6.41700981],[0.02522331],[0.00064144],[0.96177872],0
[102.92810783],[5.86920263],[0.02408287],[0.00058496],[0.97010597],0
[129.39535009],[6.33151612],[0.02264617],[0.00051743],[0.96681783],0
[149.38430898],[6.91365926],[0.02178174],[0.00047845],[0.96311721],0
[155.69980097],[6.99880117],[0.02278309],[0.00052372],[0.96296476],0
[117.15995596],[5.86122265],[0.03368876],[0.00114324],[0.96892866],0
[80.07773023],[4.86685013],[0.03981543],[0.00159539],[0.96489254],0
[80.51088187],[4.75264627],[0.04376867],[0.0019285],[0.96512007],0
[86.87515863],[5.04331726],[0.0380093],[0.00145441],[0.96243304],0
[76.46571442],[4.80116463],[0.04286864],[0.00185006],[0.96916305],0
[37.2264316],[3.81598884],[0.02837333],[0.00081072],[0.98949847],0
[105.06755725],[5.45506384],[0.03148199],[0.0010018],[0.97136429],0
[94.67877881],[5.20499396],[0.03828044],[0.00147609],[0.96480663],0
[82.25614189],[4.70722016],[0.0437388],[0.00192871],[0.96741164],0
[68.5063222],[4.36057637],[0.04520417],[0.00205965],[0.96908123],0
[79.71359987],[4.84037124],[0.04672609],[0.00219631],[0.96241452],0
[65.56381508],[4.33724701],[0.05211846],[0.00273114],[0.97322877],0
[66.01485121],[4.33622328],[0.0419987],[0.00177901],[0.97281726],0
[72.31773187],[4.48492513],[0.0421769],[0.00179214],[0.97304704],0
[128.97591658],[5.97937309],[0.03898037],[0.00152939],[0.96122892],0
[82.72794273],[4.75828937],[0.04766074],[0.00228779],[0.96782777],0
[77.04115573],[4.66686922],[0.04716795],[0.00224002],[0.965764],0
[36.72268241],[3.81898628],[0.02832333],[0.00080803],[0.98959848],0
[71.42662285],[4.54302809],[0.04833602],[0.00235128],[0.96881799],0
[72.21657539],[4.14035254],[0.05033695],[0.00255073],[0.97169316],0
[60.05549144],[3.88084412],[0.04033646],[0.00163958],[0.97605712],0
[40.69410556],[3.33557846],[0.04278998],[0.00184396],[0.97149838],0
[45.09152562],[3.39527707],[0.04259037],[0.00183033],[0.97398179],0
[39.94342053],[3.20337542],[0.04152595],[0.00173803],[0.97307927],0
[31.92919586],[3.55454727],[0.02997022],[0.00090493],[0.98962809],0
[43.2944203],[3.30309427],[0.04045414],[0.00164861],[0.97387621],0
[35.91902881],[2.99285667],[0.04205218],[0.00178129],[0.97729577],0
[36.57169503],[3.08745105],[0.04036463],[0.00164078],[0.97613894],0
[30.57707136],[2.84339968],[0.04262788],[0.00182902],[0.97901316],0
[61.93377842],[3.90904836],[0.03437398],[0.00118947],[0.97785614],0
[42.74960039],[3.36222168],[0.0390712],[0.00153712],[0.97184536],0
[46.57203022],[3.43319886],[0.0415009],[0.00173513],[0.96903895],0
[36.8193831],[3.05153264],[0.04348815],[0.00190311],[0.97419533],0
[41.0297385],[3.2013362],[0.04170165],[0.00175093],[0.97158265],0
[42.36731307],[3.27821115],[0.03858404],[0.00149707],[0.97005104],0
[35.46016674],[3.69459356],[0.03029455],[0.00092444],[0.98707462],0
[44.70730335],[4.08122634],[0.0319587],[0.00103133],[0.98068292],0
[53.52629774],[4.39061967],[0.02874022],[0.00083437],[0.97844789],0
[50.9193847],[4.22683484],[0.03082201],[0.00095931],[0.97836184],0
[49.64520211],[4.25854706],[0.02899186],[0.00084901],[0.97971579],0
[52.56831639],[4.35834958],[0.0283683],[0.00081255],[0.97937949],0
[55.66065952],[4.50885124],[0.02782625],[0.00078143],[0.97872247],0
[52.14974689],[4.35553426],[0.02898455],[0.00084832],[0.97915267],0
[57.05681476],[4.40211016],[0.02761833],[0.00076944],[0.98145616],0
[62.17285078],[4.59074663],[0.03050873],[0.00093873],[0.98005276],0
[60.07306908],[4.67750151],[0.02763494],[0.00077185],[0.97649171],0
[28.7445159],[3.37171084],[0.03507221],[0.00123831],[0.98906414],0
[52.08770802],[4.31071616],[0.02751756],[0.00076493],[0.97966762],0
[59.13601192],[4.39991957],[0.02969317],[0.0008884],[0.98031356],0
[55.15950198],[4.31196125],[0.02927515],[0.00086362],[0.98212976],0
[53.50871453],[4.40497791],[0.02690802],[0.00073108],[0.97941639],0
[49.66600121],[4.08363018],[0.0308149],[0.0009586],[0.98027849],0
[48.13125438],[4.15587618],[0.02859864],[0.00082538],[0.981038],0
[61.05083489],[4.63023598],[0.02870933],[0.00083184],[0.97631689],0
[47.73075877],[4.22321776],[0.02730837],[0.00075325],[0.98308745],0
[44.65692643],[4.14308466],[0.02771576],[0.00077504],[0.98218068],0
[52.54256672],[4.45269124],[0.02577725],[0.00067075],[0.98276492],0
[36.22286562],[3.73700189],[0.03172725],[0.00101384],[0.98731297],0
[47.63563811],[4.28517272],[0.02610844],[0.00068772],[0.98422674],0
[49.53916652],[4.42298676],[0.02523986],[0.00064404],[0.9832433],0
[55.57550828],[4.77603727],[0.02418876],[0.00059149],[0.98092469],0
[64.47003868],[4.92673402],[0.02354862],[0.00056073],[0.97847591],0
[58.027332],[4.5964728],[0.02525445],[0.00064362],[0.97942068],0
[74.08800566],[5.20312415],[0.02309154],[0.00053814],[0.98157258],0
[58.37748218],[4.63013874],[0.02439773],[0.00060062],[0.98171682],0
[70.18151893],[5.02005631],[0.02580716],[0.00067197],[0.98100858],0
[56.62025336],[4.54722181],[0.02631039],[0.00069877],[0.98105028],0
[62.13335875],[4.59261838],[0.02754154],[0.00076396],[0.97934525],0
[36.51017553],[3.70921118],[0.0326048],[0.00106995],[0.98655677],0
[63.60730066],[4.84441456],[0.02599313],[0.00068149],[0.97868624],0
[52.06429946],[4.38898345],[0.0273876],[0.00075623],[0.9796762],0
[73.60170733],[5.00677061],[0.02557534],[0.00066048],[0.97653558],0
[52.25443979],[4.37595955],[0.02601618],[0.00068222],[0.98406579],0
[55.53850365],[4.56636157],[0.02480371],[0.00062099],[0.98330533],0
[55.30419416],[4.53240403],[0.0258102],[0.00067096],[0.98114784],0
[53.2163435],[4.40846323],[0.02545588],[0.00065382],[0.98426023],0
[42.55138636],[4.23010414],[0.02594931],[0.00068024],[0.98468989],0
[53.4916892],[4.59703734],[0.02643],[0.00070445],[0.9820952],0
[52.62022781],[4.47112574],[0.02698598],[0.00073338],[0.98199388],0
[31.8231708],[3.52402747],[0.03652938],[0.00134157],[0.98990089],0
[45.68080205],[4.11743187],[0.0274171],[0.00075733],[0.98445586],0
[59.89609833],[4.72992032],[0.02564546],[0.00066335],[0.97859018],0
[58.82410335],[4.68477793],[0.02595195],[0.00067882],[0.97866956],0
[54.41130713],[4.48935899],[0.02818141],[0.00080033],[0.98134159],0
[54.500372],[4.41226547],[0.02606813],[0.00068458],[0.98268096],0
[51.20994731],[4.45624232],[0.02427638],[0.00059446],[0.98219463],0
[61.51784356],[4.10939619],[0.03692027],[0.00137549],[0.97148257],0
[94.40066333],[4.8888603],[0.03064267],[0.00094697],[0.97262916],0
[103.98027536],[5.42004491],[0.02843225],[0.00081583],[0.96336001],0
[100.98208996],[5.15698189],[0.03042],[0.0009332],[0.9663352],0
[35.65697911],[3.70400087],[0.03105199],[0.00097094],[0.98785657],0
[78.65382037],[4.66376243],[0.0348123],[0.00122193],[0.97029432],0
[86.94024133],[4.79204892],[0.03195172],[0.00102914],[0.97213335],0
[128.80421923],[5.83202483],[0.02834958],[0.00081106],[0.96064213],0
[90.02359577],[4.58306043],[0.03478154],[0.00122031],[0.96295989],0
[53.5152134],[3.95745544],[0.03603072],[0.00130946],[0.9750321],0
[72.69114396],[4.52537282],[0.03245249],[0.00106203],[0.9751048],0
[89.82663712],[5.12446174],[0.03292112],[0.00109514],[0.96848796],0
[94.19245105],[4.94785644],[0.03240234],[0.00105848],[0.97040444],0
[97.23805674],[4.97296916],[0.03274806],[0.00108167],[0.96508365],0
[65.09652087],[3.9549092],[0.03787196],[0.0014447],[0.98199185],0
[36.57120266],[3.71354042],[0.03274525],[0.00107954],[0.98670794],0
[105.45364861],[5.14174899],[0.03079366],[0.0009557],[0.96763115],0
[65.2652593],[4.11486976],[0.03539968],[0.00126333],[0.9731092],0
[91.63287983],[4.69474384],[0.04688377],[0.00220952],[0.98936133],0
[121.97057016],[5.11687423],[0.04822674],[0.00234047],[0.98755882],0
[91.59508058],[5.42298689],[0.02607515],[0.00068391],[0.98613872],0
[120.78763008],[5.57665431],[0.04247179],[0.00181063],[0.98524437],0
[94.36817865],[5.31612495],[0.02546905],[0.00065382],[0.98500156],0
[98.00364759],[5.12764687],[0.02740872],[0.00075635],[0.98592336],0
[84.25521031],[4.66272817],[0.03308449],[0.00110214],[0.98900223],0
[100.34518739],[5.38047757],[0.02824737],[0.00080357],[0.98658258],0
[36.81887499],[3.72301481],[0.03275803],[0.00108062],[0.9866676],0
[120.38479578],[5.64211494],[0.02908308],[0.00085343],[0.9679395],0
[128.01570783],[6.15766147],[0.02191231],[0.00048383],[0.98075982],0
[114.5416286],[5.63595065],[0.0251908],[0.0006392],[0.98063706],0
[96.330706],[5.4345005],[0.02479158],[0.00061826],[0.98220985],0
[93.47112792],[5.45321376],[0.02494662],[0.00062669],[0.98128239],0
[36.24954759],[3.75012327],[0.03009041],[0.00091787],[0.98397652],0
[47.39991594],[3.89959068],[0.02957795],[0.00088572],[0.97833754],0
[50.47774631],[3.99490897],[0.02926143],[0.00086765],[0.97786449],0
[34.63885412],[3.63918229],[0.02982543],[0.00090114],[0.98433212],0
[41.66946729],[3.67176178],[0.03144968],[0.00100166],[0.98169935],0
[36.30159863],[3.72220941],[0.02946026],[0.0008789],[0.98382319],0
[32.04690685],[3.54392721],[0.03375679],[0.00114752],[0.98996164],0
[44.74970514],[3.9552726],[0.0281886],[0.00080391],[0.98017051],0
[42.19029146],[3.83679775],[0.02878514],[0.00083866],[0.98066181],0
[44.69356051],[3.93344456],[0.03126503],[0.00099407],[0.97926478],0
[33.71689859],[3.62937864],[0.02968408],[0.00089232],[0.98374259],0
[40.98346353],[3.94379241],[0.02851182],[0.00082113],[0.98207676],0
[89.5898452],[5.41312572],[0.0301037],[0.00091567],[0.97142727],0
[91.91638133],[5.54041573],[0.02771768],[0.00077527],[0.9687411],0
[96.71701472],[5.53153239],[0.02891661],[0.00084258],[0.97324079],0
[85.60992319],[5.48694764],[0.02522604],[0.00064136],[0.97620998],0
[80.53842664],[5.28674924],[0.02594225],[0.00067835],[0.97720164],0
[36.32767635],[3.74262065],[0.03082361],[0.00095632],[0.98772166],0
[82.61847679],[5.18527659],[0.02760053],[0.00076716],[0.97958249],0
[103.46381542],[5.70911939],[0.02735963],[0.00075418],[0.96751995],0
[113.05414912],[6.17751701],[0.02401841],[0.0005824],[0.96695687],0
[101.49851527],[5.57194497],[0.02701704],[0.00073579],[0.96943903],0
[99.10356818],[5.58278312],[0.02707673],[0.00073963],[0.96768855],0
[91.11076746],[5.4871288],[0.02986394],[0.0009007],[0.96718759],0
[91.20818128],[5.43869871],[0.03000643],[0.00090747],[0.97007878],0
[85.89516227],[5.32156715],[0.03090372],[0.00096336],[0.9684429],0
[127.76048408],[5.84607912],[0.0279178],[0.00078595],[0.96354179],0
[73.48341727],[5.2595663],[0.02528474],[0.00064586],[0.97257514],0
[31.69790052],[3.5443933],[0.03310186],[0.00110356],[0.99011346],0
[95.75680887],[5.3539822],[0.02958263],[0.00088314],[0.96843679],0
[108.8804766],[5.49046627],[0.02586955],[0.00067631],[0.95766876],0
[118.93706031],[5.90223271],[0.02413397],[0.00058783],[0.95355009],0
[80.56394271],[5.13976741],[0.0259502],[0.00067996],[0.96626958],0
[96.14712109],[5.33894099],[0.02688007],[0.00072908],[0.96366942],0
[95.95222612],[4.83083399],[0.02862688],[0.00082717],[0.9672238],0
[113.54480296],[5.7790341],[0.02638343],[0.00070461],[0.96154425],0
[109.46268053],[5.65266102],[0.02708562],[0.00074047],[0.95944088],0
[138.98682316],[5.80344738],[0.0313207],[0.00099139],[0.95190146],0
[116.26995641],[5.57850754],[0.02702672],[0.00073754],[0.9557848],0
[34.80125327],[3.64288171],[0.03386904],[0.00115741],[0.98952386],0
[115.71416405],[5.48896894],[0.02633142],[0.00070033],[0.96306565],0
[114.3738249],[5.71721308],[0.02626659],[0.00069615],[0.96035398],0
[142.51391249],[6.10075553],[0.02488997],[0.00062675],[0.95458627],0
[135.96305834],[5.93521641],[0.02656127],[0.00071202],[0.95813541],0
[117.99702896],[5.66760559],[0.02605495],[0.0006864],[0.96373152],0
[112.30976134],[5.56612216],[0.02807996],[0.00079574],[0.9634273],0
[103.4244606],[5.17026469],[0.03197563],[0.00103195],[0.96247067],0
[42.53063484],[3.90165981],[0.03348931],[0.0011315],[0.98180173],0
[48.70533678],[4.35057474],[0.02598331],[0.00068116],[0.99033083],0
[60.93412717],[4.7254488],[0.02705435],[0.00073886],[0.98741604],0
[32.89383956],[3.59276018],[0.03266421],[0.00107649],[0.99010678],0
[60.03734708],[4.62140593],[0.02889908],[0.00084296],[0.98826757],0
[62.93643655],[4.73468113],[0.02831574],[0.00080844],[0.98755814],0
[63.44774709],[4.83069425],[0.02672462],[0.00071994],[0.98726379],0
[61.29968692],[4.69432086],[0.02608507],[0.00068642],[0.98825818],0
[65.86583658],[4.90913422],[0.02648659],[0.00070719],[0.98677777],0
[61.47647495],[4.71020476],[0.02568715],[0.00066525],[0.98807396],0
[64.26029699],[4.7917262],[0.02808805],[0.00079567],[0.98746663],0
[76.57640268],[5.2014332],[0.02880017],[0.00083593],[0.98455297],0
[58.0927735],[4.67926464],[0.02894649],[0.00084521],[0.98853709],0
[60.52155945],[4.70579185],[0.02807769],[0.00079472],[0.98894865],0
[27.47899516],[3.35157933],[0.03118628],[0.00098068],[0.98919033],0
[55.73965978],[4.60071169],[0.02627936],[0.00069621],[0.98978434],0
[44.0532351],[4.0160171],[0.03364028],[0.00114109],[0.98065884],0
[58.72864289],[4.71620146],[0.02560732],[0.00066129],[0.98782268],0
[58.27066869],[4.62035399],[0.02687761],[0.00072835],[0.98882717],0
[61.85646996],[4.74453818],[0.0267047],[0.00071882],[0.98768073],0
[57.54826044],[4.53793766],[0.02871341],[0.00083158],[0.98931272],0
[61.2042806],[4.68857253],[0.02543737],[0.00065256],[0.98743601],0
[66.85410741],[4.85081123],[0.02817055],[0.00080078],[0.98772783],0
[73.10688725],[5.08970619],[0.02567749],[0.00066531],[0.98550021],0
[66.02891749],[4.96627871],[0.02563336],[0.00066263],[0.98618689],0
[13.3075452],[2.40167446],[0.04339551],[0.00189763],[0.98959344],0
[67.2861405],[4.99019768],[0.02687278],[0.00072807],[0.98618572],0
[68.81804501],[4.89609227],[0.02619395],[0.00069251],[0.98704053],0
[64.09374843],[4.7827403],[0.02568113],[0.00066543],[0.98695241],0
[37.99020991],[3.84061233],[0.03382813],[0.00115569],[0.98373559],0
[67.96436361],[4.92488261],[0.02717021],[0.00074503],[0.98613594],0
[63.35377695],[4.79132006],[0.02721619],[0.00074713],[0.98672983],0
[71.00286169],[4.93214547],[0.0257773],[0.00067029],[0.98515228],0
[63.41536365],[4.77829688],[0.02852944],[0.00081996],[0.98812197],0
[59.87268032],[4.57037595],[0.02919011],[0.00085983],[0.9884767],0
[58.13128405],[4.63078272],[0.02696852],[0.00073343],[0.98814666],0
[91.01437761],[5.41947044],[0.03830327],[0.00148005],[0.96505384],0
[63.89753026],[4.85638131],[0.02689758],[0.00072899],[0.98709622],0
[39.36365374],[3.82685279],[0.03444656],[0.00119591],[0.98302333],0
[60.81290397],[4.65238613],[0.02880006],[0.00083611],[0.98854129],0
[64.17291617],[4.78014126],[0.02733453],[0.00075301],[0.98694214],0
[64.53682444],[4.79154856],[0.02672044],[0.00071973],[0.98684788],0
[62.90823861],[4.80091252],[0.02736913],[0.00075504],[0.98746143],0
[63.15921135],[4.79858037],[0.02657407],[0.0007124],[0.9881659],0
[65.03581088],[4.80795026],[0.02670429],[0.00071881],[0.98741786],0
[59.2748434],[4.57408288],[0.02879698],[0.00083544],[0.98857486],0
[67.09270217],[4.89779631],[0.02628162],[0.00069624],[0.98619618],0
[83.94399052],[5.16148623],[0.03466234],[0.00121259],[0.9674489],0
[63.25060244],[4.79743772],[0.02654914],[0.00071079],[0.98702341],0
[62.05698041],[4.80801577],[0.02558786],[0.00066011],[0.98722168],0
[61.20701757],[4.67717637],[0.02700094],[0.00073449],[0.9884488],0
