Contrast,Dissimilarity,Energy,ASM,Correlation,Deepfake
[798.71189498],[18.89257434],[0.01700764],[0.00029027],[0.49309447],0
[1037.54740863],[21.03624295],[0.02047192],[0.00042153],[0.60029733],0
[1685.62261559],[31.19296914],[0.01034299],[0.00010698],[0.5923598],0
[688.12085398],[18.37643631],[0.01716712],[0.00029594],[0.36892922],0
[926.48697412],[20.59015784],[0.0162317],[0.00026472],[0.42610512],0
[1040.22747277],[21.23940691],[0.01501517],[0.00022576],[0.50312628],0
[808.54707107],[18.99370747],[0.01618187],[0.00026222],[0.48195652],0
[617.86376861],[16.53396579],[0.01771205],[0.00031428],[0.47897537],0
[1089.63781347],[21.3247731],[0.01547773],[0.00024011],[0.55413792],0
[952.36418019],[20.21000237],[0.01543802],[0.00023881],[0.56070707],0
[1310.64584043],[23.13780655],[0.01520572],[0.00023197],[0.53265182],0
[1068.14333941],[21.17215328],[0.01539123],[0.00023727],[0.55910033],0
[821.11493416],[19.00745608],[0.01648724],[0.00027241],[0.48697432],0
[935.02879658],[20.71803782],[0.0170587],[0.00029118],[0.60093175],0
[1002.94322158],[20.75063766],[0.01494583],[0.00022357],[0.53717434],0
[1115.51331766],[24.73764377],[0.01161458],[0.00013504],[0.66690848],0
[1044.58314687],[24.0574208],[0.01165152],[0.00013595],[0.69910962],0
[1130.0902559],[25.32039968],[0.01128502],[0.0001275],[0.62556248],0
[1255.21701268],[26.45766033],[0.01052473],[0.00011089],[0.66799972],0
[1269.03618392],[26.50347091],[0.01043982],[0.00010913],[0.67013922],0
[1331.81233323],[27.22722555],[0.01086509],[0.00011839],[0.67381567],0
[1220.33194171],[25.89580869],[0.01207836],[0.0001464],[0.68385417],0
[1367.78323256],[27.72456364],[0.01051315],[0.00011062],[0.62441871],0
[1240.18092132],[26.34929831],[0.01064342],[0.00011336],[0.65928805],0
[641.47317885],[16.57318247],[0.0203138],[0.00041495],[0.79051374],0
[1337.57946362],[27.03348678],[0.01181503],[0.00014012],[0.63415073],0
[1395.81215447],[28.24603446],[0.01125686],[0.00012696],[0.63511048],0
[1108.82551238],[24.77863656],[0.01200164],[0.00014427],[0.63015398],0
[1060.09928089],[24.16039898],[0.01197658],[0.00014357],[0.66556119],0
[1075.89451946],[24.24487763],[0.01186484],[0.0001409],[0.65761811],0
[1337.94764021],[27.61054659],[0.01055819],[0.00011156],[0.62138907],0
[1373.84248033],[27.69177085],[0.01068639],[0.00011429],[0.62995938],0
[1334.98321821],[27.73530261],[0.01026803],[0.00010546],[0.61829721],0
[1368.63789073],[27.35286792],[0.0105922],[0.00011228],[0.63997656],0
[1292.11148118],[26.79348606],[0.01045932],[0.00010949],[0.65830161],0
[540.41268888],[15.34659841],[0.02151442],[0.00046686],[0.82687951],0
[1270.04837285],[26.67250296],[0.01082087],[0.00011723],[0.6571008],0
[1039.37738012],[24.22459722],[0.01200311],[0.00014413],[0.64357405],0
[1275.3021427],[26.75876365],[0.01059621],[0.00011238],[0.64222513],0
[1280.70151448],[26.45871141],[0.01089264],[0.00011877],[0.65330516],0
[1287.50824664],[27.08621545],[0.01096827],[0.00012053],[0.62497016],0
[661.72448043],[17.97124898],[0.02198813],[0.00048371],[0.58754019],0
[731.44192062],[19.18451269],[0.021207],[0.00045006],[0.52854538],0
[650.99564271],[18.1435235],[0.02102839],[0.00044281],[0.67194375],0
[663.70145775],[18.23027388],[0.02089249],[0.00043662],[0.6819181],0
[403.00490744],[14.54124537],[0.02244355],[0.00050437],[0.61892226],0
[999.43983081],[21.12889222],[0.01889771],[0.00035787],[0.41475564],0
[645.6218217],[17.72058186],[0.02177112],[0.00047409],[0.49857642],0
[488.84922646],[15.46145886],[0.02301428],[0.00052993],[0.55310439],0
[677.97988213],[18.28400558],[0.02044548],[0.00041821],[0.62072907],0
[770.69840418],[19.80498436],[0.01922291],[0.00037023],[0.53785371],0
[699.08360541],[18.9730934],[0.01951102],[0.00038076],[0.55702564],0
[479.58054417],[15.21934223],[0.02183881],[0.0004772],[0.45363601],0
[892.04677877],[20.70290787],[0.01835135],[0.00033697],[0.56856635],0
[1183.07326717],[24.49192132],[0.0149865],[0.00022462],[0.62793859],0
[964.75900129],[21.42246246],[0.01796483],[0.0003229],[0.51421454],0
[628.30249439],[17.29168088],[0.02029591],[0.00041212],[0.51535385],0
[637.9312892],[16.73583109],[0.02133672],[0.00046081],[0.81196487],0
[878.34556259],[21.09221762],[0.01651553],[0.00027281],[0.55785045],0
[516.08664562],[16.28223554],[0.01961223],[0.0003849],[0.59043741],0
[780.91750824],[19.97129912],[0.01859905],[0.00034608],[0.36679445],0
[552.10068213],[16.83556165],[0.01987621],[0.00039537],[0.50618321],0
[828.90396384],[20.8963853],[0.01634875],[0.0002675],[0.41841445],0
[783.15277671],[19.89380327],[0.01900561],[0.00036158],[0.46678311],0
[740.7556603],[19.60245465],[0.0183489],[0.00033701],[0.43378468],0
[796.73229253],[20.41357926],[0.01746701],[0.00030529],[0.42606325],0
[706.05904723],[19.1725666],[0.0180848],[0.0003272],[0.44810657],0
[781.71972814],[20.46804644],[0.01638729],[0.00026866],[0.42565019],0
[1783.84234661],[29.41592377],[0.03746352],[0.00145603],[0.71658107],0
[697.33541655],[18.88113886],[0.01952691],[0.00038144],[0.47904902],0
[730.20556558],[19.16121667],[0.01913936],[0.00036657],[0.59937044],0
[851.27932671],[20.88607126],[0.01760309],[0.00030997],[0.52793265],0
[467.95952773],[15.65682519],[0.0202299],[0.00040947],[0.62356323],0
[627.45190865],[18.01430092],[0.02003901],[0.00040197],[0.49350235],0
[497.96065039],[16.12893946],[0.0204859],[0.00042024],[0.50145957],0
[475.27624543],[15.55380062],[0.02175354],[0.00047329],[0.60197085],0
[471.94881713],[15.30680695],[0.02415886],[0.00058469],[0.62139452],0
[422.18719905],[14.39873559],[0.02465523],[0.00060865],[0.63099634],0
[1024.74237481],[19.29002133],[0.02012209],[0.00040549],[0.42119983],0
[1480.095105],[28.20746877],[0.01614068],[0.000273],[0.59206718],0
[970.66859288],[19.41121072],[0.02038062],[0.00041657],[0.44757266],0
[758.03542379],[18.06840769],[0.01899324],[0.00036098],[0.46631937],0
[1013.59420434],[19.84968963],[0.02218198],[0.00049363],[0.44699734],0
[709.12104012],[17.18521881],[0.02066207],[0.00042731],[0.49028239],0
[779.68326304],[17.8436366],[0.02184668],[0.00047791],[0.59657791],0
[631.28896732],[16.6828122],[0.022605],[0.00051106],[0.56661835],0
[531.96714986],[15.57037726],[0.02488709],[0.00062001],[0.6429244],0
[600.1995027],[16.50757554],[0.0212518],[0.00045176],[0.55183399],0
[620.35556118],[16.80380917],[0.02196573],[0.00048274],[0.59223733],0
[685.35459435],[17.58170269],[0.02119618],[0.00044945],[0.57575365],0
[1535.23378583],[28.75326342],[0.01691304],[0.00030578],[0.58367945],0
[598.20942309],[16.6877372],[0.02108228],[0.00044579],[0.65780623],0
[1425.45609114],[26.65682313],[0.0168805],[0.00029709],[0.54921908],0
[1449.21353325],[26.02857089],[0.01563263],[0.00024586],[0.60507201],0
[1606.77678261],[27.83549844],[0.01402871],[0.00019713],[0.52301529],0
[1449.26401479],[26.41188271],[0.01422158],[0.00020235],[0.53979136],0
[1611.7254343],[27.79419618],[0.01392792],[0.00019413],[0.51447039],0
[1050.17417044],[21.76181469],[0.01573555],[0.00024769],[0.40421286],0
[1660.85560597],[27.61134604],[0.0145774],[0.00021257],[0.57940326],0
[1588.57354745],[27.12852222],[0.01445964],[0.00020929],[0.5421506],0
[1712.55038496],[28.36660894],[0.01429018],[0.00020424],[0.56404046],0
[1101.43887011],[24.67934572],[0.02279351],[0.0005567],[0.67757948],0
[1924.3409446],[29.35879178],[0.01490775],[0.00022233],[0.54225625],0
[780.52537334],[19.92028583],[0.01819641],[0.00033128],[0.42476771],0
[745.55912611],[19.51972544],[0.01758575],[0.00030938],[0.44621591],0
[753.51560193],[19.13327644],[0.01980358],[0.00039239],[0.42646355],0
[641.4008246],[17.83172196],[0.01875595],[0.00035206],[0.47758608],0
[684.62047303],[18.93697128],[0.01743499],[0.00030406],[0.50082624],0
[676.07559973],[18.43312841],[0.01802494],[0.00032505],[0.47992165],0
[749.0139793],[19.41925821],[0.01788066],[0.00031989],[0.44535842],0
[741.05016526],[19.07021347],[0.01753033],[0.00030749],[0.53020561],0
[731.5580053],[18.90884603],[0.01811433],[0.00032835],[0.49305695],0
[1328.75614207],[25.70891005],[0.03790827],[0.00150919],[0.74653826],0
[1725.1212192],[31.66499698],[0.00973047],[9.46937349e-05],[0.53450614],0
[660.48194479],[18.1403997],[0.01789956],[0.00032057],[0.50298232],0
[716.0486395],[19.01369524],[0.01749538],[0.00030632],[0.47118775],0
[718.54824716],[19.03475724],[0.01759529],[0.00030981],[0.47772991],0
[720.34334395],[19.08448516],[0.0176627],[0.00031219],[0.47135421],0
[731.0526746],[19.08743767],[0.01857602],[0.00034531],[0.46278586],0
[723.09149639],[18.88197138],[0.01866735],[0.00034871],[0.45667051],0
[708.12450852],[18.8123484],[0.01815833],[0.00033001],[0.49832906],0
[756.45321563],[19.50851188],[0.01808907],[0.00032751],[0.4475787],0
[778.12900543],[19.7340943],[0.01808836],[0.00032741],[0.41315721],0
[760.13278484],[19.94913488],[0.0172409],[0.00029731],[0.46005798],0
[1737.33812149],[30.33566551],[0.01428732],[0.0002141],[0.5416124],0
[700.76263059],[18.41923029],[0.01837077],[0.00033783],[0.55737562],0
[664.011118],[18.43971073],[0.01772858],[0.00031452],[0.50142701],0
[735.21450224],[19.67954632],[0.01725118],[0.00029772],[0.51761072],0
[867.79528099],[20.06888932],[0.01645286],[0.00027081],[0.52531562],0
[750.48778771],[18.56765301],[0.01652437],[0.00027308],[0.56194025],0
[837.92991237],[19.43903666],[0.01707537],[0.00029159],[0.51291244],0
[974.47933865],[21.08228788],[0.01657931],[0.00027493],[0.45135183],0
[869.23135175],[20.24058232],[0.01693977],[0.00028699],[0.54048344],0
[671.19182483],[18.0660372],[0.01623588],[0.00026365],[0.62882265],0
[811.12513626],[19.67065136],[0.01647061],[0.00027143],[0.5790735],0
[1589.92196026],[27.38341245],[0.03610171],[0.00133333],[0.7514082],0
[890.9248679],[20.17848258],[0.01689762],[0.00028561],[0.53973289],0
[1024.21792178],[21.58713898],[0.01599256],[0.00025579],[0.50080699],0
[888.25851564],[19.88146405],[0.01535077],[0.00023567],[0.54333652],0
[899.3330441],[20.17080572],[0.01594457],[0.00025427],[0.49728616],0
[857.81277063],[19.88136743],[0.01646266],[0.00027104],[0.53798177],0
[843.39359711],[20.06960092],[0.01624293],[0.00026388],[0.52329303],0
[2258.6076913],[32.83554356],[0.01556286],[0.00024269],[0.65138948],0
[1810.29221779],[29.51256125],[0.02599545],[0.0006834],[0.69566175],0
[2373.10167658],[33.84322833],[0.01042346],[0.00010874],[0.51876511],0
[2184.28258618],[32.29629993],[0.01183705],[0.00014055],[0.63508377],0
[1256.03307326],[26.45609075],[0.01522067],[0.00024054],[0.64841548],0
[2438.42683261],[34.4125839],[0.01013827],[0.00010283],[0.51456422],0
[2597.89523189],[35.38764534],[0.00998462],[9.97399673e-05],[0.59013785],0
[2410.95102568],[33.19355558],[0.01693318],[0.00028749],[0.59435882],0
[2699.76821605],[36.05006425],[0.01000063],[0.0001001],[0.56055065],0
[2377.21514964],[33.56773427],[0.01282909],[0.00016511],[0.63097641],0
[2747.64462193],[36.04536316],[0.01002198],[0.00010046],[0.54551362],0
[1759.50538666],[28.87064161],[0.0226866],[0.00051603],[0.71346636],0
[1567.32402624],[28.91654964],[0.01174079],[0.00013785],[0.62774385],0
[2415.68309865],[33.29239043],[0.01336541],[0.00018033],[0.59134431],0
[1838.25068749],[31.05844454],[0.01195743],[0.00014359],[0.68886555],0
[1478.54093383],[27.14116897],[0.03405173],[0.00121136],[0.74260367],0
[2084.2529101],[32.37569694],[0.01184399],[0.00014044],[0.69827602],0
[1841.81582047],[31.06667358],[0.01088679],[0.00011865],[0.67562813],0
[1776.05714115],[30.06752307],[0.01129219],[0.00012763],[0.69924759],0
[1896.82324724],[31.58575478],[0.010659],[0.00011371],[0.67890128],0
[2084.31651064],[33.46008613],[0.01027708],[0.00010585],[0.62598805],0
[1831.14634498],[31.25991453],[0.01102462],[0.00012179],[0.67273347],0
[2315.83397336],[33.00289421],[0.01186052],[0.00014143],[0.60825439],0
[2409.05857001],[33.60537428],[0.01192195],[0.00014229],[0.58779685],0
[1480.47655275],[27.0741315],[0.01387939],[0.00019324],[0.75816405],0
[1473.14914472],[26.92400982],[0.01317388],[0.00017357],[0.58642072],0
[1785.18783384],[29.43279398],[0.04920756],[0.00248532],[0.70531195],0
[1659.75767033],[28.75869494],[0.01280492],[0.00016399],[0.62196734],0
[2177.49553856],[33.05790095],[0.01160516],[0.00013531],[0.64985976],0
[1254.24000374],[25.7434725],[0.01385477],[0.00019206],[0.64836055],0
[2296.80408159],[32.88069052],[0.01333508],[0.0001812],[0.56720332],0
[1085.51724838],[24.46982374],[0.01293201],[0.00016769],[0.5647215],0
[1052.35243398],[24.10265163],[0.01269135],[0.00016133],[0.55998831],0
[955.2949898],[22.69334014],[0.01337562],[0.00017955],[0.60809569],0
[989.39816378],[23.11093578],[0.01273679],[0.00016227],[0.60166094],0
[926.99279407],[22.28106209],[0.01330443],[0.00017715],[0.62745151],0
[1085.66275475],[23.53584715],[0.01352843],[0.00018313],[0.60382033],0
[1497.12888653],[26.46430802],[0.03534118],[0.00129978],[0.7579992],0
[1106.62958759],[24.16542455],[0.01302745],[0.00016976],[0.60146091],0
[1047.27915772],[23.56720296],[0.01281852],[0.00016445],[0.59438752],0
[1039.43122877],[23.41214155],[0.01321693],[0.00017514],[0.61417313],0
[1086.66369462],[23.37414248],[0.01396565],[0.0001954],[0.56914888],0
[1051.25916365],[19.57281756],[0.01772586],[0.00031429],[0.31981617],0
[1061.32452509],[19.67056751],[0.01800425],[0.00032425],[0.29929548],0
[1078.16004321],[20.81843246],[0.01764732],[0.00031149],[0.38426416],0
[871.60090462],[17.95546908],[0.01903279],[0.00036244],[0.40201819],0
[1210.69958367],[20.38313783],[0.01853911],[0.00034377],[0.30123046],0
[1302.92947889],[24.81022543],[0.03286983],[0.00112717],[0.77215255],0
[1316.52873326],[21.33532988],[0.01822261],[0.00033224],[0.26594734],0
[264.13814939],[11.57274807],[0.02614326],[0.00068394],[0.53563607],0
[921.3085497],[19.48454256],[0.01709937],[0.0002925],[0.42771118],0
[1103.52958634],[20.07427782],[0.01776001],[0.00031546],[0.36569742],0
[935.64337842],[20.01434006],[0.01693463],[0.00028691],[0.46293411],0
[834.60816798],[18.66171037],[0.0180953],[0.00032765],[0.40998775],0
[885.85802884],[18.73980065],[0.01897583],[0.00036016],[0.29237806],0
[988.06168535],[19.34201888],[0.0177153],[0.0003139],[0.30283686],0
[693.25651864],[17.52133717],[0.01767401],[0.00031253],[0.47105369],0
[1593.70367644],[25.2703707],[0.01438972],[0.00020711],[0.47843638],0
[1538.5021032],[24.60908493],[0.01466267],[0.00021504],[0.51414357],0
[1465.05236638],[25.94766567],[0.05116829],[0.00266927],[0.75320452],0
[662.48190564],[17.73771554],[0.01781976],[0.0003179],[0.3985124],0
[548.7741254],[16.57473707],[0.01935291],[0.00037546],[0.482188],0
[596.14939197],[17.31088649],[0.01807616],[0.00032698],[0.49743648],0
[682.08225914],[18.20951976],[0.01811717],[0.00032901],[0.48885729],0
[622.20834616],[17.40640435],[0.01820352],[0.00033147],[0.50985414],0
[510.8601177],[15.95379771],[0.02137465],[0.00045789],[0.56175942],0
[591.12975382],[16.8642469],[0.01839907],[0.00033926],[0.56124591],0
[743.23169323],[19.41631386],[0.01540963],[0.0002383],[0.66153033],0
[514.83059623],[16.05788845],[0.02003549],[0.00040252],[0.546452],0
[803.5356103],[19.53896785],[0.01678702],[0.00028222],[0.53174757],0
[1480.36179355],[26.46719886],[0.06985176],[0.00500668],[0.74629224],0
[501.30269269],[15.91177205],[0.01959329],[0.00038424],[0.50940924],0
[732.72556397],[18.75144208],[0.01847357],[0.00034191],[0.52104131],0
[497.38226992],[15.90648042],[0.01868563],[0.00034938],[0.55867392],0
[634.97991887],[17.90905143],[0.0175568],[0.0003086],[0.55649505],0
[668.95255175],[18.11417726],[0.01760301],[0.00031001],[0.42923325],0
[443.93389628],[15.08893791],[0.01924524],[0.00037144],[0.56153759],0
[436.37465081],[15.01156063],[0.01774919],[0.00031552],[0.69083018],0
[586.82821841],[17.62147275],[0.01569712],[0.0002466],[0.65553168],0
[647.64685078],[17.60416293],[0.01834244],[0.00033662],[0.4936556],0
[883.57291047],[20.11653484],[0.01885217],[0.00035576],[0.49764514],0
[1672.38771317],[28.36374053],[0.05352468],[0.00296999],[0.73359789],0
[2119.2906839],[34.57971756],[0.00976246],[9.53121257e-05],[0.47729914],0
[543.81952269],[16.28630078],[0.0194181],[0.00037728],[0.51735455],0
[971.44141126],[21.12168382],[0.01696384],[0.00028859],[0.5018504],0
[635.67571545],[17.30060371],[0.01952684],[0.00038188],[0.36141288],0
[485.33379732],[15.62281548],[0.01880962],[0.00035424],[0.5492601],0
[612.23403888],[18.05308902],[0.01569473],[0.00024686],[0.63645519],0
[653.31543038],[17.9706024],[0.01862931],[0.00034737],[0.58173415],0
[682.74808558],[18.02950635],[0.01744333],[0.00030454],[0.5770616],0
[574.47592993],[16.79393833],[0.01821489],[0.00033257],[0.49316401],0
[491.41265865],[15.64214178],[0.01905698],[0.00036391],[0.47876128],0
[515.16342827],[16.11464376],[0.01922018],[0.00036971],[0.46321904],0
[1526.48682337],[28.80063628],[0.01885427],[0.00036771],[0.61138973],0
[543.69026003],[16.41863225],[0.01930232],[0.00037324],[0.50312238],0
[717.91729634],[18.87626155],[0.01614703],[0.00026093],[0.64615038],0
[699.16919157],[19.64633058],[0.01399091],[0.00019607],[0.69432555],0
[704.86115557],[19.77500616],[0.01355109],[0.00018395],[0.71725051],0
[761.8330447],[20.34587427],[0.01349757],[0.00018246],[0.72472624],0
[1178.17747104],[25.23237814],[0.01208036],[0.00014717],[0.71917727],0
[902.01195824],[21.62946681],[0.01737043],[0.00030489],[0.75913997],0
[1113.04967706],[24.32908779],[0.01320528],[0.00017534],[0.72251825],0
[1164.04501919],[24.929954],[0.0120691],[0.00014673],[0.72223423],0
[877.03806206],[21.64312568],[0.01310706],[0.00017182],[0.69454727],0
[1444.51071744],[26.02945647],[0.05930503],[0.0036119],[0.75713001],0
[994.78542962],[22.63045499],[0.01512665],[0.00022957],[0.74632297],0
[914.33272895],[22.65567093],[0.01238366],[0.00015346],[0.69730777],0
[1209.57132685],[25.26800655],[0.01218013],[0.00014882],[0.71763203],0
[666.91823092],[19.01340653],[0.01450194],[0.00021054],[0.70322858],0
[945.72860659],[22.54565658],[0.01341863],[0.00018084],[0.75808668],0
[2342.17344406],[35.18833356],[0.01202599],[0.0001462],[0.57014679],0
[1876.53028073],[30.95266512],[0.01229293],[0.0001518],[0.60995228],0
[1854.82181934],[31.03315436],[0.01195289],[0.0001432],[0.61168886],0
[1769.69715478],[30.15673579],[0.0121141],[0.00014693],[0.62465491],0
[2242.26163738],[34.76520575],[0.01188315],[0.00014291],[0.57647216],0
[1529.85889173],[26.98715329],[0.05504528],[0.003142],[0.75261374],0
[1860.0607643],[31.19625399],[0.01180016],[0.00014001],[0.61129578],0
[1837.32295446],[30.54341676],[0.01246679],[0.00015655],[0.60869903],0
[2287.26611774],[34.51300733],[0.01362077],[0.0001885],[0.59463854],0
[2028.76687841],[32.31495747],[0.01204055],[0.00014602],[0.56868341],0
[1918.69744454],[31.7969757],[0.01158959],[0.00013444],[0.57528781],0
[1931.68579926],[31.04426159],[0.01288705],[0.00016624],[0.58239145],0
[1801.15559813],[30.71690553],[0.01237741],[0.00015395],[0.63636269],0
[2171.35934857],[33.61704629],[0.01631245],[0.00027762],[0.60821207],0
[1478.14511121],[26.80819946],[0.01391963],[0.00019402],[0.28522265],0
[1343.66509149],[26.51537372],[0.01246229],[0.00015537],[0.34438503],0
[1613.14435454],[27.90690411],[0.04873461],[0.00246923],[0.73444425],0
[1361.74270746],[26.81405523],[0.01245354],[0.00015518],[0.32786047],0
[1419.42382829],[26.78081807],[0.01508411],[0.0002282],[0.3989987],0
[1315.50662582],[25.62489938],[0.01500073],[0.00022574],[0.4063277],0
[1371.4930449],[26.45911798],[0.01404495],[0.00019776],[0.38562365],0
[1426.18507883],[26.85280506],[0.01387818],[0.00019317],[0.38756695],0
[1347.44419552],[26.30364977],[0.01372271],[0.00018868],[0.38246396],0
[1404.71342407],[26.78190022],[0.01340746],[0.00018014],[0.39498819],0
[1353.85482652],[26.26516062],[0.01363691],[0.00018653],[0.39964862],0
[1497.13483576],[27.2391667],[0.01514328],[0.00023166],[0.37486681],0
[1239.75730997],[25.40204982],[0.01309482],[0.00017152],[0.32745612],0
[1522.95539046],[26.89094713],[0.04922093],[0.00251344],[0.75799217],0
[1219.87949827],[24.60145917],[0.01567076],[0.00024759],[0.39913812],0
[1102.66775098],[23.48084433],[0.01436365],[0.00020665],[0.44154575],0
[1154.00939026],[24.51073713],[0.01401541],[0.00019657],[0.33212105],0
[1230.3608606],[25.06520301],[0.01365304],[0.00018661],[0.39968883],0
[1340.33131173],[26.17050166],[0.01311694],[0.00017228],[0.39442306],0
[1291.37709916],[25.36356586],[0.0134841],[0.00018201],[0.36760547],0
[1221.88077309],[25.16013133],[0.0135135],[0.00018295],[0.39914595],0
[1262.06233543],[25.67813506],[0.01321675],[0.00017495],[0.38773398],0
[1261.79975753],[25.45753977],[0.01261563],[0.00015924],[0.38141458],0
[1301.27940477],[25.90914182],[0.01303508],[0.00017019],[0.39385772],0
[1484.20347708],[26.28356604],[0.04292143],[0.0019258],[0.76501622],0
[1364.18930271],[26.56139817],[0.0133531],[0.00017874],[0.3760199],0
[1266.46459375],[25.48082909],[0.01369421],[0.00018786],[0.38816039],0
[1256.31157572],[25.29492331],[0.01374138],[0.00018916],[0.41266967],0
[1256.90145612],[25.13201286],[0.013922],[0.00019409],[0.4188089],0
[1323.97292527],[25.15970907],[0.02122618],[0.00045102],[0.51127351],0
[1436.03280379],[25.94718058],[0.02224649],[0.00049892],[0.45718115],0
[1092.57079548],[23.25119513],[0.01566402],[0.00024584],[0.41090547],0
[1083.52919874],[23.51928367],[0.01440468],[0.0002077],[0.40530606],0
[1216.38990289],[24.79412137],[0.013541],[0.00018366],[0.37196487],0
[1248.75952252],[25.20016239],[0.01317287],[0.0001737],[0.3851494],0
[1892.83831669],[30.22720907],[0.03400898],[0.00122022],[0.7142155],0
[1117.86232579],[24.05359655],[0.01407901],[0.00019823],[0.33234776],0
[1234.29565985],[24.99221382],[0.01412408],[0.00019955],[0.31225403],0
[1279.23992348],[25.57083948],[0.01374925],[0.00018913],[0.30300287],0
[1311.39955061],[24.57940388],[0.01954341],[0.00038284],[0.63276936],0
[1933.13291733],[30.4700458],[0.01299422],[0.00016886],[0.67942076],0
[1733.1704842],[28.79423889],[0.01328057],[0.00017659],[0.71050074],0
[1883.45947857],[30.17712185],[0.01319979],[0.0001743],[0.68711961],0
[1827.28086057],[29.0039555],[0.01378962],[0.00019019],[0.59597259],0
[1762.11118596],[28.20423519],[0.01376346],[0.00018949],[0.57084444],0
[1961.67323224],[30.66532181],[0.01271312],[0.00016169],[0.67769016],0
[1350.65072767],[26.2199102],[0.0154048],[0.00024166],[0.64176164],0
[1455.32637186],[27.74493737],[0.01270744],[0.00016153],[0.63047745],0
[1720.39937006],[29.49185019],[0.01237515],[0.00015337],[0.72149845],0
[2007.7675764],[31.49932969],[0.01232541],[0.00015194],[0.67809534],0
[1967.72914158],[32.10387607],[0.01125505],[0.00012668],[0.66137385],0
[1694.13573121],[28.256205],[0.01337099],[0.00017883],[0.7166664],0
[2016.41521298],[32.17837126],[0.0113302],[0.00012837],[0.65131006],0
[1441.22102013],[26.02319958],[0.01428476],[0.00020414],[0.58959232],0
[1970.93465584],[31.31559195],[0.01269501],[0.00016124],[0.66878772],0
[2054.54498844],[33.22410043],[0.01134447],[0.00012885],[0.61717169],0
[1918.12697456],[31.98229643],[0.0110519],[0.00012218],[0.64620757],0
[1602.16993937],[27.83773626],[0.03829108],[0.00153657],[0.73008482],0
[1479.10565666],[26.92337708],[0.01349864],[0.00018251],[0.63632791],0
[996.58433391],[22.72133871],[0.01452919],[0.00021114],[0.60461423],0
[988.27014226],[22.80004375],[0.01449888],[0.00021032],[0.6132032],0
[1124.9967689],[23.96811383],[0.01519417],[0.00023097],[0.5151878],0
[981.15135507],[22.27991124],[0.01574652],[0.00024828],[0.56223022],0
[981.3110985],[22.48911402],[0.0150585],[0.00022698],[0.55991496],0
[494.28884142],[16.64863237],[0.01655636],[0.00027419],[0.61051646],0
[943.76261615],[22.01861315],[0.0161113],[0.00026011],[0.54736829],0
[945.96581909],[22.01366688],[0.01605704],[0.00025824],[0.53682334],0
[946.42978349],[21.70068786],[0.01687878],[0.00028531],[0.50209991],0
[1232.70951626],[24.88784649],[0.02456133],[0.00061998],[0.70994658],0
[1673.84996874],[30.75039677],[0.01020109],[0.00010406],[0.54475904],0
[939.12971376],[21.73476149],[0.01587123],[0.00025198],[0.55492314],0
[995.60483483],[21.58735155],[0.0176749],[0.00031247],[0.61591831],0
[1036.02839544],[23.24129043],[0.01536091],[0.00023605],[0.54610532],0
[942.2185612],[21.93939563],[0.01499967],[0.00022519],[0.55207604],0
[758.07570012],[19.67900308],[0.01590213],[0.00025302],[0.59736839],0
[936.55051366],[21.8584888],[0.01450034],[0.00021038],[0.53355262],0
[1027.30325162],[22.99700634],[0.01504741],[0.00022649],[0.51219571],0
[1095.62844578],[23.44385837],[0.01546365],[0.00023916],[0.4832516],0
[992.45135636],[22.80375974],[0.01554946],[0.00024201],[0.50417956],0
[980.53221676],[22.69778574],[0.01536201],[0.00023615],[0.53371375],0
[1395.13153074],[27.01857781],[0.01735387],[0.00031453],[0.65211073],0
[1049.11480917],[23.45506318],[0.01470609],[0.00021642],[0.45885678],0
[1013.55099173],[22.72145631],[0.01539502],[0.00023721],[0.51993669],0
[1006.91507312],[22.7154669],[0.01556188],[0.00024226],[0.52770787],0
[901.11892397],[21.53942196],[0.01624771],[0.00026401],[0.47599842],0
[1152.8769271],[24.38944297],[0.01481904],[0.00021962],[0.47846255],0
[1019.69284106],[22.94060002],[0.01558727],[0.00024304],[0.48007803],0
[1191.13685498],[24.67882114],[0.01470986],[0.00021643],[0.48487017],0
[1019.99102839],[22.81194572],[0.01509378],[0.0002279],[0.54095272],0
[939.82870651],[22.10940535],[0.01482749],[0.00021988],[0.60364337],0
[1124.05854524],[24.24233071],[0.01399392],[0.00019588],[0.52909473],0
[1713.64883057],[28.68759009],[0.04137036],[0.00179696],[0.72027358],0
[975.16172741],[21.99243607],[0.01608964],[0.0002589],[0.51281251],0
[937.4672072],[22.29372977],[0.01515117],[0.00022956],[0.53100756],0
[971.16885484],[22.19552423],[0.0157199],[0.00024726],[0.55095741],0
[1007.4168004],[22.70888235],[0.01530316],[0.00023427],[0.54386127],0
[1071.82597683],[23.71639943],[0.01432677],[0.00020532],[0.53302785],0
[1067.59459653],[23.55199369],[0.01444439],[0.00020867],[0.50003941],0
[1007.45148386],[22.55017695],[0.0148962],[0.00022194],[0.53307094],0
[1069.53108442],[23.3662798],[0.01505757],[0.00022682],[0.49273744],0
[1114.97036026],[23.86050282],[0.01480168],[0.00021916],[0.50708288],0
[1160.87655571],[24.28006687],[0.01500042],[0.00022519],[0.43223232],0
[1469.43924814],[26.40333572],[0.03962597],[0.00163704],[0.7544314],0
[1133.90846873],[23.63617535],[0.01556674],[0.00024247],[0.41225298],0
[1022.86576761],[22.74695209],[0.0151172],[0.00022856],[0.54151515],0
